"datasetstring","idstring","messageslist","directionstring","metadatadict"
"doda","doda_119","[{""content"": ""ترجم من الدارجة للفصحى: أي واهد, غير فوت عليك لباب راقم 6"", ""role"": ""user""},{""content"": ""أي شخص، فقط تأكد من تجنب الباب رقم 6"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_27347","[{""content"": ""ترجم من الدارجة للفصحى: مشيت ل أروپّا جوج مرّات"", ""role"": ""user""},{""content"": ""لقد زرت أوروبا مرتين"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9565","[{""content"": ""ترجم من الدارجة للفصحى: غي هادشي لي بغيت."", ""role"": ""user""},{""content"": ""هذا كل ما أريد ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_14617","[{""content"": ""ترجم من الدارجة للفصحى: اشريتي اكتار من داك الشي اللي مسموح بيه."", ""role"": ""user""},{""content"": ""لقد أحضرت أكثر من المسموح به ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_9971","[{""content"": ""ترجم من الدارجة للفصحى: السبع معروف ب ماليك لغابا"", ""role"": ""user""},{""content"": ""الأسد معروف بأنه ملك الغابة"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5609","[{""content"": ""ترجم من الدارجة للفصحى: شحال غادي يستغرق بالبريد الارضي او البحري؟"", ""role"": ""user""},{""content"": ""كم تستغرق بالبريد العادي ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11133","[{""content"": ""ترجم من الدارجة للفصحى: كيفاش ندير باش نسجل هادشي؟"", ""role"": ""user""},{""content"": ""ما هو إجراء فحص هذا البند ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_32753","[{""content"": ""ترجم من الدارجة للفصحى: كيفما كاتشوف"", ""role"": ""user""},{""content"": ""كما ترى"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10601","[{""content"": ""ترجم من الدارجة للفصحى: واش غادي يكون يوم جميل؟"", ""role"": ""user""},{""content"": ""هل سيكون يوماً لطيفاً ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9457","[{""content"": ""ترجم من الدارجة للفصحى: غير الاسم و العنوان ديالك كافيين."", ""role"": ""user""},{""content"": ""فقط اسمك وعنوانك يكفيانً ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12205","[{""content"": ""ترجم من الدارجة للفصحى: وقفنا فأوطيل بيفرلي. تقدر تهبط هنا. راه بقات ليك غير شي دقايق دالمشي حتى لساميت."", ""role"": ""user""},{""content"": ""نتوقف عند فندق بيفرلي . يمكنك أن تنزل هناك . إنها تبعد دقائق سيراً إلى القمة ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13563","[{""content"": ""ترجم من الدارجة للفصحى: دابا نيت، عافاك."", ""role"": ""user""},{""content"": ""الآن ، من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_2963","[{""content"": ""ترجم من الدارجة للفصحى: خوصوصان دابا"", ""role"": ""user""},{""content"": ""خاصة في الوقت الحالي"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5349","[{""content"": ""ترجم من الدارجة للفصحى: تقدر تبدل ليا البلاصة عفاك؟"", ""role"": ""user""},{""content"": ""هل يمكن أن تغير مقعدي من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_12161","[{""content"": ""ترجم من الدارجة للفصحى: كون هاني, والاكين تيقّن أنّاك عارف شنو كاين غدّا"", ""role"": ""user""},{""content"": ""لا تقلق، ولكن تأكد أنك تعرف الأمور على حقيقتها غدًا"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13147","[{""content"": ""ترجم من الدارجة للفصحى: عافاك واصلني مع الغرفة رقم اطناش أربعة وتلاتين."", ""role"": ""user""},{""content"": ""من فضلك صلني بالغرفة رقم اثني عشر أربعة وثلاثون ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_33695","[{""content"": ""ترجم من الدارجة للفصحى: تسلّف كتاب من لمكتابا"", ""role"": ""user""},{""content"": ""استعار كتابًا من المكتبة"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_6609","[{""content"": ""ترجم من الدارجة للفصحى: واش يمكن ليك تجي تاخد شي كاس معانا نهار الاحد بعد الظهر؟"", ""role"": ""user""},{""content"": ""هل سيمكنك المجيء لتناول مشروب في منزلنا في عصر الأحد ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_7121","[{""content"": ""ترجم من الدارجة للفصحى: واع، يخ."", ""role"": ""user""},{""content"": ""آه ، ولد ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_14695","[{""content"": ""ترجم من الدارجة للفصحى: سير نيشان تماك، و دور على يدك ليمن."", ""role"": ""user""},{""content"": ""سر للأمام إلى هناك ، وهي على يمينك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_767","[{""content"": ""ترجم من الدارجة للفصحى: بغيت شي ابزار، عافاك."", ""role"": ""user""},{""content"": ""أبغي بعض الفلفل ، من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_15725","[{""content"": ""ترجم من الدارجة للفصحى: خانتخصص ف داكاء لسطيناعي"", ""role"": ""user""},{""content"": ""أنا متخصص في الذكاء الاصطناعي."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_965","[{""content"": ""ترجم من الدارجة للفصحى: كنضن غادي نحاول نعس دابا من بعد الشامبانيا"", ""role"": ""user""},{""content"": ""أعتقد أنني قد أحاول النوم الآن بعد الشمبانيا"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_665","[{""content"": ""ترجم من الدارجة للفصحى: شحال ديال الوقت باش تكمل الرحلة؟"", ""role"": ""user""},{""content"": ""كم من الوقت سيستغرق إتمام الجولة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3163","[{""content"": ""ترجم من الدارجة للفصحى: تمشي تقلب معايا على القناع ديالي؟"", ""role"": ""user""},{""content"": ""هل ستذهب لتبحث عن قناعي معي ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_16061","[{""content"": ""ترجم من الدارجة للفصحى: شفتك تمّاك"", ""role"": ""user""},{""content"": ""رأيتك هناك"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12305","[{""content"": ""ترجم من الدارجة للفصحى: لا، شكرا ليك."", ""role"": ""user""},{""content"": ""كلا ، شكراً ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_27101","[{""content"": ""ترجم من الدارجة للفصحى: كاناكول كولشي."", ""role"": ""user""},{""content"": ""آكل كل شيء."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11431","[{""content"": ""ترجم من الدارجة للفصحى: لا، ماكايعجبنيش نشوف ناس اخرين كيلعبو. كانفضل نلعب أنا."", ""role"": ""user""},{""content"": ""ل , ؟ أنا لا استمتع بمشاهدة الآخرين يلعبون . أنا أحب أن ألعب بنفسي ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3259","[{""content"": ""ترجم من الدارجة للفصحى: التلاتة دالصباح."", ""role"": ""user""},{""content"": ""الساعة الثالثة صباحاً ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_14399","[{""content"": ""ترجم من الدارجة للفصحى: النحس"", ""role"": ""user""},{""content"": ""حظ سيء."", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_3539","[{""content"": ""ترجم من الدارجة للفصحى: تخيّل، إلا بغيتي، شي راجل مانكوني وبوستونيوني وجامايكي وسيدنيسايدر جالسين على طبلة وكيتعاشاو في مطعم في تورونتو."", ""role"": ""user""},{""content"": ""تخيّل، إن صح التعبي، رجلاً مانكوني وبوسطناني وجامايكي وسيدنيسايدر جالسين حول طاولة يتناولون العشاء في مطعم في تورونتو."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11143","[{""content"": ""ترجم من الدارجة للفصحى: بغيت حوايج ديال الرياضة، عافاك ."", ""role"": ""user""},{""content"": ""أريد بعض الملابس الرياضية , من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5259","[{""content"": ""ترجم من الدارجة للفصحى: ركبتي كتضرني."", ""role"": ""user""},{""content"": ""إن ركبتي تؤلمني ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_21197","[{""content"": ""ترجم من الدارجة للفصحى: لا, والاكين فات لحال دابا مورا ماعرضتها"", ""role"": ""user""},{""content"": ""لا، ولكن الآن أصبح متأخرًا بعد أن عرضته"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_15371","[{""content"": ""ترجم من الدارجة للفصحى: كانتسأل شنو كان مومكيّن يوقاع"", ""role"": ""user""},{""content"": ""أتساءل ما الذي كان يمكن أن يحدث"", ""role"": ""assistant""}]","dr_msa","null"
"madar_multi_turns","madar_multi_turns_1009","[{""content"": ""ترجم من الدارجة للفصحى: فين هي اكتر بلاصة حيوية فهاد الكرنڤال؟"", ""role"": ""user""},{""content"": ""أين أكثر المناطق حيوية في هذا الكارنفال ؟"", ""role"": ""assistant""},{""content"": ""ترجم: اجلس و خود راحتك. نجيب ليك شي حاجة تشربها؟ قهوة، اتاي ولا مونادا؟"", ""role"": ""user""},{""content"": ""تفضل كرسي وخذ راحتك . هل أتي لك بشيء لتشربه ؟ قهوة ، شاي أم صودا ؟"", ""role"": ""assistant""},{""content"": ""ترجم: تقدر تصرف هادشي ل الين الياباني؟"", ""role"": ""user""},{""content"": ""هل يمكنك أن تغير هذه إلى ين ياباني ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_14221","[{""content"": ""ترجم من الدارجة للفصحى: واخا، سيد سيزيكي، عندك حجز على متن الطائرة مياتاين و اطلطاش غدا مع الثلاثة دالصباح، الله يخليك خاصك تدخل مع الجوج."", ""role"": ""user""},{""content"": ""حسنا ، آنسة سوزوكي ، لديك حجز على طائرة اثنين ثلاثة عشر التي تغادر غدا في الثالثة مساء . من فضلك سجلي اسمك في الساعة الثانية ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1153","[{""content"": ""ترجم من الدارجة للفصحى: كاتشوف البلاكة دالميترو لهيها."", ""role"": ""user""},{""content"": ""أنت تري علامة المترو هناك ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_12461","[{""content"": ""ترجم من الدارجة للفصحى: فشكيل, أولّا?"", ""role"": ""user""},{""content"": ""إنه غريب، أليس كذلك؟"", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_3581","[{""content"": ""ترجم من الدارجة للفصحى: توقعو العلماء أن قمر إنسيلالدوس نشيط جغرافيا وهو المصدر الممكن ديال خاتم E المتجمد نتاع زحل."", ""role"": ""user""},{""content"": ""اشتبه العلماء في كون قمر زحل إنسيلادوس نشط جيولوجياً ومصدر محتمل لحلقة الإي الجليدية لزحل."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_26687","[{""content"": ""ترجم من الدارجة للفصحى: الدجين,تيشورت أُ صندالا غايكونو كافيين"", ""role"": ""user""},{""content"": ""الجينز والتيشيرت والصنادل ستكون كافية"", ""role"": ""assistant""}]","dr_msa","null"
