"dataset
string","id
string","messages
list","direction
string","metadata
dict"
"doda_multi_turns","doda_multi_turns_1857","[{""content"": ""ترجم من الدارجة للإنجليزية: واخا نخدّم تيليفونك?"", ""role"": ""user""},{""content"": ""Can I use your phone?"", ""role"": ""assistant""},{""content"": ""ترجم: أُه لا"", ""role"": ""user""},{""content"": ""Oh, no!"", ""role"": ""assistant""},{""content"": ""ترجم: هاديك مدراسا مزيانا"", ""role"": ""user""},{""content"": ""That's a good school"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_32121","[{""content"": ""ترجم من الدارجة للإنجليزية: أُ دابا, كانصّحك تخدم مزيان أُ تجي سيمانا جايّا ب راپّور ل زومالاء ديالك."", ""role"": ""user""},{""content"": ""And now, I advise you to work hard and come next week with a report for your comrades."", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_1935","[{""content"": ""ترجم من الدارجة للإنجليزية: إلا بديتي بهادو <|assistant|> If you get those started <|user|> ترجم من الدارجة للإنجليزية: ماقادارش نشوف كيفاش... علاش ماتنضامش لييا? <|assistant|> I can't see how... Why don't you join me? <|user|> ترجم من الدارجة للإنجليزية: پيسسين, شامش أُ التا حاجة خرا. <|assistant|> A swimming pool, sun and nothing else. <|user|> ترجم من الدارجة للإنجليزية: هادي وقت الصلات"", ""role"": ""user""},{""content"": ""it's prayer time"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_5859","[{""content"": ""ترجم من الدارجة للإنجليزية: كانفيق فصّباح بكري"", ""role"": ""user""},{""content"": ""I wake up early in the morning"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_15279","[{""content"": ""ترجم من الدارجة للإنجليزية: منين تكمّل ڭاع لماراحيل"", ""role"": ""user""},{""content"": ""When you've completed all the steps..."", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_4197","[{""content"": ""ترجم من الدارجة للإنجليزية: في الصيف خاصة، خاصكم تنتابهو تردو لبال من الناموس إذا كنتو باغييت تتسلقو الجبال في الغابات المطيرة."", ""role"": ""user""},{""content"": ""In summer, especially, you'll need to watch out for mosquitoes if you decide to hike through the rainforest."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_6433","[{""content"": ""ترجم من الدارجة للإنجليزية: الاتصال بالواضح والشفاف كيوفر بيئة كتساعد أفراد العائلة على التعبير على أوجه الاختلاف بينهم بالإضافة إلى التعبير على الحب والإعجاب لبعضياتهم."", ""role"": ""user""},{""content"": ""Open and honest communication creates an atmosphere that allows family members to express their differences as well as love and admiration for one another."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_25521","[{""content"": ""ترجم من الدارجة للإنجليزية: كانحاس بخايبات أمال شوييا"", ""role"": ""user""},{""content"": ""I'm a little disappointed"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1481","[{""content"": ""ترجم من الدارجة للإنجليزية: هاذ التكهنات هي توقعات لنتائج التجربة."", ""role"": ""user""},{""content"": ""These predictions are expectations for the results of testing."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_1437","[{""content"": ""ترجم من الدارجة للإنجليزية: عافاك تسنّا علا برّا"", ""role"": ""user""},{""content"": ""Please wait outside"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_6847","[{""content"": ""ترجم من الدارجة للإنجليزية: لكن، الإصرار ديل المخرج وايت على المزحات العنيفة الصريحة أثر على أفلام كولومبيا القصيرة اللي ولات كتعتبر من الأفلام الكوميدية الأقل إبداعا على مستوى الأفلام اللي قدمها."", ""role"": ""user""},{""content"": ""However, director White's insistence on blunt, violent gags resulted in the Columbia shorts being the least inventive comedies he made."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_13197","[{""content"": ""ترجم من الدارجة للإنجليزية: غاليبان طلع عيّان"", ""role"": ""user""},{""content"": ""it probably sucked"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2831","[{""content"": ""ترجم من الدارجة للإنجليزية: بزاف لفئات لمتنوعة ديال الإعلانات التجارية، من الإعلانات الصاخبة للإعلانات الاحتيال، تقدر تدخل فهاد التصنيف"", ""role"": ""user""},{""content"": ""Various types of commercial advertising, ranging from hype to fraud, may fall into these categories."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_21021","[{""content"": ""ترجم من الدارجة للإنجليزية: ماكانعضش"", ""role"": ""user""},{""content"": ""I won't bite"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_3717","[{""content"": ""ترجم من الدارجة للإنجليزية: كتبدا المستعمرة في مرحلة الترحال فاش تتقلال لماكلة اللي كاينة. فهاد المرحلة، تقوم المستعمرة بعمل أعشاش مؤقتة كتتبدل كل نهار."", ""role"": ""user""},{""content"": ""The colony begins a nomadic phase when available food has decreased. During this phase, the colony makes temporary nests that are changed everyday."", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_3663","[{""content"": ""ترجم من الدارجة للإنجليزية: اللاه قريب لينا <|assistant|> God is close to us <|user|> ترجم من الدارجة للإنجليزية: نتا أُانا غادين لماسراح. <|assistant|> You and I are going to the theatre. <|user|> ترجم من الدارجة للإنجليزية: غادي ندير لقايلولا ديالي من باعد <|assistant|> I'll take my nap then <|user|> ترجم من الدارجة للإنجليزية: لاوعلم"", ""role"": ""user""},{""content"": ""I don't know"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_43629","[{""content"": ""ترجم من الدارجة للإنجليزية: صاحبي هاه!"", ""role"": ""user""},{""content"": ""My friend hah!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_42225","[{""content"": ""ترجم من الدارجة للإنجليزية: قشّابتو واسعا!"", ""role"": ""user""},{""content"": ""He has a good sense of humor!"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1783","[{""content"": ""ترجم من الدارجة للإنجليزية: تم التعرف على أكثر مجموعات الميتوكوندريا تباينا (الأقدم)، إل 0 دي، في أعلى ترددات ديالها فمجموعات سان الأفريقية الجنوبية."", ""role"": ""user""},{""content"": ""The most divergent (oldest) mitochondrial haplogroup, L0d, has been identified at its highest frequencies in the southern African San groups."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_12045","[{""content"": ""ترجم من الدارجة للإنجليزية: واش عنداك شي فيكرا علا فين غادي?"", ""role"": ""user""},{""content"": ""Do you have any idea where to go?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_39837","[{""content"": ""ترجم من الدارجة للإنجليزية: أُ لماكلا?"", ""role"": ""user""},{""content"": ""What about the food?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_26169","[{""content"": ""ترجم من الدارجة للإنجليزية: داكشي"", ""role"": ""user""},{""content"": ""Exactly"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_18507","[{""content"": ""ترجم من الدارجة للإنجليزية: كايكمي بزّاف"", ""role"": ""user""},{""content"": ""he smokes a lot"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_4257","[{""content"": ""ترجم من الدارجة للإنجليزية: باحثين كبار تيقولو أن هادشي ممكن يؤدي للكشف المبكر على السرطان وداء السل والسيدا والملاريا فالدول محدودة الدخل الي فيها نسب تجاوز الوفاة بسبب الأمراض بحال سرطان الثدي تقدر توصل للنصف مقارنة مع الدول الغنية."", ""role"": ""user""},{""content"": ""Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries, where the survival rates for illnesses such as breast cancer can be half those of richer countries."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5639","[{""content"": ""ترجم من الدارجة للإنجليزية: تسبب الاصطدام ديل سيبيريا و لوراسيا في التجبل الأورالي، أما اصطدام جندوانا ولوراسيا فكيتسمى في أوروبا فاريسكان أو التجبل الهرسيني، في حين كيتسمى في أمريكا الشمالية التجبل الألليجني."", ""role"": ""user""},{""content"": ""The collision of Siberia with Laurussia caused the Uralian Orogeny, the collision of Gondwana with Laurussia is called the Variscan or Hercynian Orogeny in Europe or the Alleghenian Orogeny in North America."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2235","[{""content"": ""ترجم من الدارجة للإنجليزية: كاين غير عنصرين طبيعيين، وهما الكربون والسيليكون، للو معروفين أنهم كيشكلو الجزء الأهم فتكوين جزيئات كبيرة وكافية لنقل المعلومات البيولوجية من الحقائق المعروفة."", ""role"": ""user""},{""content"": ""Only two of the natural atoms, carbon and silicon, are known to serve as the backbones of molecules sufficiently large to carry biological information."", ""role"": ""assistant""}]","dr_en","null"
